id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
50227,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Yola North,NGA002020,2,4380,2020-02-28T00:00:00,2020,2,31,Conflict,,,Adamawa,NGA002,BA,Active
51864,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ibi,NGA035006,2,2703,2020-02-28T00:00:00,2020,2,31,Conflict,,,Taraba,NGA035,BA,Active
53720,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Akko,NGA016001,2,654,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
52716,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Bayo,NGA008004,2,57,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
52876,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Song,NGA002018,2,1949,2020-02-28T00:00:00,2020,2,31,Conflict,,,Adamawa,NGA002,BA,Active
54279,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Warji,NGA005019,2,164,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
55962,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kala/Balge,NGA008015,2,39856,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
56091,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Shani,NGA008027,2,2735,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
57705,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Karim-Lamido,NGA035008,2,610,2020-02-28T00:00:00,2020,2,31,Conflict,,,Taraba,NGA035,BA,Active
58470,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Guyuk,NGA002006,2,5164,2020-02-28T00:00:00,2020,2,31,Natural disaster,,,Adamawa,NGA002,BA,Active
59783,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Dukku,NGA016004,2,714,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
59882,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Toro,NGA005018,2,10173,2020-02-28T00:00:00,2020,2,31,Conflict,,,Plateau,NGA032,BA,Active
59357,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Bayo,NGA008004,2,807,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
59363,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Giade,NGA005009,2,75,2020-02-28T00:00:00,2020,2,31,Conflict,,,Plateau,NGA032,BA,Active
60941,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Gamawa,NGA005007,2,2270,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
61485,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bogoro,NGA005003,2,118,2020-02-28T00:00:00,2020,2,31,Conflict,,,Adamawa,NGA002,BA,Active
62197,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Misau,NGA005014,2,1790,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
63717,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Damboa,NGA008007,2,98618,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
66540,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ganjuwa,NGA005008,2,82,2020-02-28T00:00:00,2020,2,31,Conflict,,,Adamawa,NGA002,BA,Active
66770,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Hawul,NGA008012,2,21208,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
67626,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Machina,NGA036011,2,526,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
67589,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Giade,NGA005009,2,232,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
64440,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Lamurde,NGA002009,2,666,2020-02-28T00:00:00,2020,2,31,Natural disaster,,,Adamawa,NGA002,BA,Active
63939,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Shomgom,NGA016010,2,173,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
66009,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Gassol,NGA035005,2,17937,2020-02-28T00:00:00,2020,2,31,Conflict,,,Taraba,NGA035,BA,Active
69347,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Zaki,NGA005020,2,2790,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
69356,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fune,NGA036005,2,4265,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
68779,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kwami,NGA016008,2,514,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
70189,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Lamurde,NGA002009,2,3996,2020-02-28T00:00:00,2020,2,31,Conflict,,,Adamawa,NGA002,BA,Active
69650,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Tafawa-Balewa,NGA005017,2,360,2020-02-28T00:00:00,2020,2,31,Conflict,,,Nasarawa,NGA026,BA,Active
70120,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Yamaltu/Deba,NGA016011,2,506,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
72822,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bauchi,NGA005002,2,1466,2020-02-28T00:00:00,2020,2,31,Conflict,,,Yobe,NGA036,BA,Active
72832,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Dikwa,NGA008008,2,75782,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
72514,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Shira,NGA005016,2,1191,2020-02-28T00:00:00,2020,2,31,Conflict,,,Borno,NGA008,BA,Active
73189,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Gombi,NGA002004,2,438,2020-02-28T00:00:00,2020,2,31,Conflict,,,Adamawa,NGA002,BA,Active
134420,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Dass,NGA005006,2,8,2020-02-28T00:00:00,2020,2,31,Conflict,,,Adamawa,NGA002,BA,Active
135017,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Jada,NGA002008,2,408,2020-02-29T00:00:00,2020,2,31,Conflict,188,220,Not available,Not available,SA,Active
135068,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Lamurde,NGA002009,2,4398,2020-02-29T00:00:00,2020,2,31,Conflict,2156,2242,Not available,Not available,SA,Active
135040,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Lamurde,NGA002009,2,264,2020-02-29T00:00:00,2020,2,31,Natural disaster,130,134,Not available,Not available,SA,Active
135094,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Madagali,NGA002010,2,17149,2020-02-29T00:00:00,2020,2,31,Conflict,7335,9814,Not available,Not available,SA,Active
135154,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Maiha,NGA002011,2,15995,2020-02-29T00:00:00,2020,2,31,Conflict,7784,8211,Not available,Not available,SA,Active
135174,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Shira,NGA005016,2,1263,2020-02-29T00:00:00,2020,2,31,Conflict,570,693,Not available,Not available,SA,Active
135242,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Tafawa-Balewa,NGA005017,2,9302,2020-02-29T00:00:00,2020,2,31,Conflict,4331,4971,Not available,Not available,SA,Active
135263,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Toro,NGA005018,2,10173,2020-02-29T00:00:00,2020,2,31,Conflict,4989,5184,Not available,Not available,SA,Active
135331,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Warji,NGA005019,2,603,2020-02-29T00:00:00,2020,2,31,Conflict,279,324,Not available,Not available,SA,Active
135438,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kaltungo,NGA016007,2,3025,2020-02-29T00:00:00,2020,2,31,Conflict,1458,1567,Not available,Not available,SA,Active
135388,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Gombe,NGA016006,2,7994,2020-02-29T00:00:00,2020,2,31,Conflict,3838,4156,Not available,Not available,SA,Active
135493,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kwami,NGA016008,2,2138,2020-02-29T00:00:00,2020,2,31,Conflict,1083,1055,Not available,Not available,SA,Active
135532,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Gulani,NGA036008,2,2789,2020-02-29T00:00:00,2020,2,31,Conflict,1105,1684,Not available,Not available,SA,Active
134052,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Bama,NGA008003,2,77034,2020-02-29T00:00:00,2020,2,31,Conflict,33104,43930,Not available,Not available,SA,Active
134103,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Bayo,NGA008004,2,864,2020-02-29T00:00:00,2020,2,31,Conflict,418,446,Not available,Not available,SA,Active
134002,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Askira/Uba,NGA008002,2,10134,2020-02-29T00:00:00,2020,2,31,Conflict,4576,5558,Not available,Not available,SA,Active
133969,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Zaki,NGA005020,2,2790,2020-02-29T00:00:00,2020,2,31,Conflict,1316,1474,Not available,Not available,SA,Active
134236,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Yamaltu/Deba,NGA016011,2,4243,2020-02-29T00:00:00,2020,2,31,Conflict,1955,2288,Not available,Not available,SA,Active
134180,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Shomgom,NGA016010,2,490,2020-02-29T00:00:00,2020,2,31,Conflict,207,283,Not available,Not available,SA,Active
134118,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Nafada,NGA016009,2,1564,2020-02-29T00:00:00,2020,2,31,Conflict,779,785,Not available,Not available,SA,Active
133834,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Michika,NGA002013,2,23336,2020-02-29T00:00:00,2020,2,31,Conflict,10442,12894,Not available,Not available,SA,Active
133890,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mubi North,NGA002014,2,12459,2020-02-29T00:00:00,2020,2,31,Conflict,6224,6235,Not available,Not available,SA,Active
132794,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Yusufari,NGA036017,2,1347,2020-02-29T00:00:00,2020,2,31,Conflict,627,720,Not available,Not available,SA,Active
132758,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Yusufari,NGA036017,2,197,2020-02-29T00:00:00,2020,2,31,Natural disaster,89,108,Not available,Not available,SA,Active
133805,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mayo-Belwa,NGA002012,2,1638,2020-02-29T00:00:00,2020,2,31,Conflict,707,931,Not available,Not available,SA,Active
137620,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Ganye,NGA002003,2,763,2020-02-29T00:00:00,2020,2,31,Conflict,360,403,Not available,Not available,SA,Active
137574,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Fufore,NGA002002,2,7083,2020-02-29T00:00:00,2020,2,31,Conflict,3546,3537,Not available,Not available,SA,Active
137517,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Demsa,NGA002001,2,16200,2020-02-29T00:00:00,2020,2,31,Conflict,7825,8375,Not available,Not available,SA,Active
137693,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Itas/Gadau,NGA005010,2,2733,2020-02-29T00:00:00,2020,2,31,Conflict,1258,1475,Not available,Not available,SA,Active
137656,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Giade,NGA005009,2,1617,2020-02-29T00:00:00,2020,2,31,Conflict,755,862,Not available,Not available,SA,Active
137734,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Jama'are,NGA005011,2,1960,2020-02-29T00:00:00,2020,2,31,Conflict,957,1003,Not available,Not available,SA,Active
136705,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Billiri,NGA016003,2,925,2020-02-29T00:00:00,2020,2,31,Conflict,393,532,Not available,Not available,SA,Active
136752,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Dukku,NGA016004,2,1578,2020-02-29T00:00:00,2020,2,31,Conflict,709,869,Not available,Not available,SA,Active
136766,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Funakaye,NGA016005,2,4332,2020-02-29T00:00:00,2020,2,31,Conflict,2030,2302,Not available,Not available,SA,Active
136811,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fune,NGA036005,2,73,2020-02-29T00:00:00,2020,2,31,Natural disaster,34,39,Not available,Not available,SA,Active
136806,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fika,NGA036004,2,5246,2020-02-29T00:00:00,2020,2,31,Conflict,2302,2944,Not available,Not available,SA,Active
136840,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fune,NGA036005,2,4255,2020-02-29T00:00:00,2020,2,31,Conflict,2041,2214,Not available,Not available,SA,Active
136871,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Geidam,NGA036006,2,5018,2020-02-29T00:00:00,2020,2,31,Conflict,2048,2970,Not available,Not available,SA,Active
136922,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Gujba,NGA036007,2,35182,2020-02-29T00:00:00,2020,2,31,Conflict,15689,19493,Not available,Not available,SA,Active
136417,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Hong,NGA002007,2,4083,2020-02-29T00:00:00,2020,2,31,Conflict,1880,2203,Not available,Not available,SA,Active
136443,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Kirfi,NGA005013,2,658,2020-02-29T00:00:00,2020,2,31,Conflict,317,341,Not available,Not available,SA,Active
136496,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Misau,NGA005014,2,2023,2020-02-29T00:00:00,2020,2,31,Conflict,1004,1019,Not available,Not available,SA,Active
136565,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ningi,NGA005015,2,3780,2020-02-29T00:00:00,2020,2,31,Conflict,1820,1960,Not available,Not available,SA,Active
136598,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Akko,NGA016001,2,9034,2020-02-29T00:00:00,2020,2,31,Conflict,4385,4649,Not available,Not available,SA,Active
136640,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Balanga,NGA016002,2,1705,2020-02-29T00:00:00,2020,2,31,Conflict,858,847,Not available,Not available,SA,Active
135575,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Jakusko,NGA036009,2,2061,2020-02-29T00:00:00,2020,2,31,Conflict,898,1163,Not available,Not available,SA,Active
135608,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Karasuwa,NGA036010,2,1783,2020-02-29T00:00:00,2020,2,31,Conflict,744,1039,Not available,Not available,SA,Active
135659,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Machina,NGA036011,2,1306,2020-02-29T00:00:00,2020,2,31,Conflict,593,713,Not available,Not available,SA,Active
136258,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Girei,NGA002005,2,17668,2020-02-29T00:00:00,2020,2,31,Conflict,8541,9127,Not available,Not available,SA,Active
136293,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Gombi,NGA002004,2,2799,2020-02-29T00:00:00,2020,2,31,Conflict,1162,1637,Not available,Not available,SA,Active
136356,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Guyuk,NGA002006,2,2373,2020-02-29T00:00:00,2020,2,31,Natural disaster,974,1399,Not available,Not available,SA,Active
136360,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Guyuk,NGA002006,2,3304,2020-02-29T00:00:00,2020,2,31,Conflict,1346,1958,Not available,Not available,SA,Active
139340,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Maiduguri,NGA008021,2,283107,2020-02-29T00:00:00,2020,2,31,Conflict,128990,154117,Not available,Not available,SA,Active
139364,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Mobbar,NGA008023,2,8153,2020-02-29T00:00:00,2020,2,31,Conflict,3816,4337,Not available,Not available,SA,Active
139253,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Mafa,NGA008019,2,13619,2020-02-29T00:00:00,2020,2,31,Conflict,6143,7476,Not available,Not available,SA,Active
139282,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Magumeri,NGA008020,2,26153,2020-02-29T00:00:00,2020,2,31,Conflict,11904,14249,Not available,Not available,SA,Active
139136,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Gamawa,NGA005007,2,2348,2020-02-29T00:00:00,2020,2,31,Conflict,1176,1172,Not available,Not available,SA,Active
139095,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Dass,NGA005006,2,1200,2020-02-29T00:00:00,2020,2,31,Conflict,565,635,Not available,Not available,SA,Active
139176,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ganjuwa,NGA005008,2,816,2020-02-29T00:00:00,2020,2,31,Conflict,411,405,Not available,Not available,SA,Active
139452,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ussa,NGA035013,2,283,2020-02-29T00:00:00,2020,2,31,Conflict,135,148,Not available,Not available,SA,Active
139502,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Wukari,NGA035014,2,14916,2020-02-29T00:00:00,2020,2,31,Conflict,7149,7767,Not available,Not available,SA,Active
139435,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Takum,NGA035012,2,5194,2020-02-29T00:00:00,2020,2,31,Conflict,2694,2500,Not available,Not available,SA,Active
139568,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Yorro,NGA035015,2,1913,2020-02-29T00:00:00,2020,2,31,Conflict,851,1062,Not available,Not available,SA,Active
139544,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Yorro,NGA035015,2,320,2020-02-29T00:00:00,2020,2,31,Natural disaster,144,176,Not available,Not available,SA,Active
138065,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Bursari,NGA036002,2,2306,2020-02-29T00:00:00,2020,2,31,Natural disaster,894,1412,Not available,Not available,SA,Active
138070,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Bursari,NGA036002,2,3173,2020-02-29T00:00:00,2020,2,31,Conflict,1307,1866,Not available,Not available,SA,Active
138130,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Damaturu,NGA036003,2,26736,2020-02-29T00:00:00,2020,2,31,Conflict,11432,15304,Not available,Not available,SA,Active
138147,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fika,NGA036004,2,819,2020-02-29T00:00:00,2020,2,31,Natural disaster,352,467,Not available,Not available,SA,Active
137838,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Ngala,NGA008025,2,71704,2020-02-29T00:00:00,2020,2,31,Conflict,33328,38376,Not available,Not available,SA,Active
137802,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Monguno,NGA008024,2,154634,2020-02-29T00:00:00,2020,2,31,Conflict,68094,86540,Not available,Not available,SA,Active
137781,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Katagum,NGA005012,2,4975,2020-02-29T00:00:00,2020,2,31,Conflict,2464,2511,Not available,Not available,SA,Active
137915,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Shani,NGA008027,2,3101,2020-02-29T00:00:00,2020,2,31,Conflict,1420,1681,Not available,Not available,SA,Active
137990,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Zing,NGA035016,2,515,2020-02-29T00:00:00,2020,2,31,Conflict,214,301,Not available,Not available,SA,Active
138029,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Bade,NGA036001,2,18237,2020-02-29T00:00:00,2020,2,31,Conflict,7718,10519,Not available,Not available,SA,Active
140954,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kwaya Kusar,NGA008018,2,3499,2020-02-29T00:00:00,2020,2,31,Conflict,1583,1916,Not available,Not available,SA,Active
140909,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Konduga,NGA008016,2,138256,2020-02-29T00:00:00,2020,2,31,Conflict,61724,76532,Not available,Not available,SA,Active
140851,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kala/Balge,NGA008015,2,39856,2020-02-29T00:00:00,2020,2,31,Conflict,17937,21919,Not available,Not available,SA,Active
141129,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Sardauna,NGA035011,2,2166,2020-02-29T00:00:00,2020,2,31,Conflict,1073,1093,Not available,Not available,SA,Active
141088,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Lau,NGA035010,2,1216,2020-02-29T00:00:00,2020,2,31,Conflict,512,704,Not available,Not available,SA,Active
141047,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Kurmi,NGA035009,2,519,2020-02-29T00:00:00,2020,2,31,Conflict,258,261,Not available,Not available,SA,Active
141019,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Karim-Lamido,NGA035008,2,1075,2020-02-29T00:00:00,2020,2,31,Conflict,523,552,Not available,Not available,SA,Active
140985,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Jalingo,NGA035007,2,33375,2020-02-29T00:00:00,2020,2,31,Conflict,15542,17833,Not available,Not available,SA,Active
140825,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kaga,NGA008014,2,20071,2020-02-29T00:00:00,2020,2,31,Conflict,9006,11065,Not available,Not available,SA,Active
140783,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Darazo,NGA005005,2,1755,2020-02-29T00:00:00,2020,2,31,Conflict,820,935,Not available,Not available,SA,Active
140744,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Damban,NGA005004,2,3151,2020-02-29T00:00:00,2020,2,31,Conflict,1543,1608,Not available,Not available,SA,Active
140696,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bogoro,NGA005003,2,1906,2020-02-29T00:00:00,2020,2,31,Conflict,1040,866,Not available,Not available,SA,Active
140648,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bauchi,NGA005002,2,10907,2020-02-29T00:00:00,2020,2,31,Conflict,5431,5476,Not available,Not available,SA,Active
142308,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Nangere,NGA036012,2,1333,2020-02-29T00:00:00,2020,2,31,Conflict,619,714,Not available,Not available,SA,Active
142352,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Nguru,NGA036013,2,7395,2020-02-29T00:00:00,2020,2,31,Conflict,2884,4511,Not available,Not available,SA,Active
142381,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Potiskum,NGA036014,2,304,2020-02-29T00:00:00,2020,2,31,Natural disaster,167,137,Not available,Not available,SA,Active
142415,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Potiskum,NGA036014,2,9368,2020-02-29T00:00:00,2020,2,31,Conflict,4442,4926,Not available,Not available,SA,Active
142455,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Tarmua,NGA036015,2,2722,2020-02-29T00:00:00,2020,2,31,Conflict,1265,1457,Not available,Not available,SA,Active
130810,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Yola North,NGA002020,2,10701,2020-02-29T00:00:00,2020,2,31,Conflict,4495,6206,Not available,Not available,SA,Active
130869,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Yola South,NGA002021,2,26221,2020-02-29T00:00:00,2020,2,31,Conflict,12330,13891,Not available,Not available,SA,Active
130900,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Alkaleri,NGA005001,2,476,2020-02-29T00:00:00,2020,2,31,Conflict,208,268,Not available,Not available,SA,Active
131074,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Jere,NGA008013,2,266760,2020-02-29T00:00:00,2020,2,31,Conflict,120040,146720,Not available,Not available,SA,Active
130991,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Gwoza,NGA008011,2,140702,2020-02-29T00:00:00,2020,2,31,Conflict,61407,79295,Not available,Not available,SA,Active
131029,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Hawul,NGA008012,2,22060,2020-02-29T00:00:00,2020,2,31,Conflict,10413,11647,Not available,Not available,SA,Active
131139,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Gashaka,NGA035004,2,953,2020-02-29T00:00:00,2020,2,31,Conflict,452,501,Not available,Not available,SA,Active
131193,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Gassol,NGA035005,2,18522,2020-02-29T00:00:00,2020,2,31,Conflict,8963,9559,Not available,Not available,SA,Active
131210,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ibi,NGA035006,2,2703,2020-02-29T00:00:00,2020,2,31,Conflict,1330,1373,Not available,Not available,SA,Active
132590,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ardo-Kola,NGA035001,2,5753,2020-02-29T00:00:00,2020,2,31,Conflict,2443,3310,Not available,Not available,SA,Active
132551,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ardo-Kola,NGA035001,2,1118,2020-02-29T00:00:00,2020,2,31,Natural disaster,473,645,Not available,Not available,SA,Active
132465,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Damboa,NGA008007,2,98618,2020-02-29T00:00:00,2020,2,31,Conflict,44343,54275,Not available,Not available,SA,Active
132503,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Dikwa,NGA008008,2,75782,2020-02-29T00:00:00,2020,2,31,Conflict,35712,40070,Not available,Not available,SA,Active
