id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
132725,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Yunusari,NGA036016,2,1533,2020-02-29T00:00:00,2020,2,31,Conflict,659,874,Not available,Not available,SA,Active
132638,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Bali,NGA035002,2,4736,2020-02-29T00:00:00,2020,2,31,Conflict,2241,2495,Not available,Not available,SA,Active
132676,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Donga,NGA035003,2,3721,2020-02-29T00:00:00,2020,2,31,Conflict,1610,2111,Not available,Not available,SA,Active
132378,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Biu,NGA008005,2,38049,2020-02-29T00:00:00,2020,2,31,Conflict,17727,20322,Not available,Not available,SA,Active
132423,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Chibok,NGA008006,2,14381,2020-02-29T00:00:00,2020,2,31,Conflict,6909,7472,Not available,Not available,SA,Active
132333,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Toungo,NGA002019,2,535,2020-02-29T00:00:00,2020,2,31,Conflict,244,291,Not available,Not available,SA,Active
132316,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Song,NGA002018,2,3583,2020-02-29T00:00:00,2020,2,31,Conflict,1697,1886,Not available,Not available,SA,Active
132244,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Shelleng,NGA002017,2,2400,2020-02-29T00:00:00,2020,2,31,Natural disaster,915,1485,Not available,Not available,SA,Active
132242,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Shelleng,NGA002017,2,2340,2020-02-29T00:00:00,2020,2,31,Conflict,906,1434,Not available,Not available,SA,Active
132211,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Numan,NGA002016,2,24115,2020-02-29T00:00:00,2020,2,31,Conflict,11498,12617,Not available,Not available,SA,Active
132172,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mubi South,NGA002015,2,6607,2020-02-29T00:00:00,2020,2,31,Conflict,3271,3336,Not available,Not available,SA,Active
132183,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mubi South,NGA002015,2,9359,2020-06-30T00:00:00,2020,6,32,Conflict,4710,4649,Not available,Not available,SA,Active
132201,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Numan,NGA002016,2,22645,2020-06-30T00:00:00,2020,6,32,Conflict,10801,11844,Not available,Not available,SA,Active
132252,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Shelleng,NGA002017,2,4854,2020-06-30T00:00:00,2020,6,32,Conflict,1820,3034,Not available,Not available,SA,Active
132335,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Toungo,NGA002019,2,545,2020-06-30T00:00:00,2020,6,32,Conflict,250,295,Not available,Not available,SA,Active
132314,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Song,NGA002018,2,3502,2020-06-30T00:00:00,2020,6,32,Conflict,1668,1834,Not available,Not available,SA,Active
132420,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Chibok,NGA008006,2,14152,2020-06-30T00:00:00,2020,6,32,Conflict,6812,7340,Not available,Not available,SA,Active
132385,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Biu,NGA008005,2,39097,2020-06-30T00:00:00,2020,6,32,Conflict,18148,20949,Not available,Not available,SA,Active
132639,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Bali,NGA035002,2,4765,2020-06-30T00:00:00,2020,6,32,Conflict,2256,2509,Not available,Not available,SA,Active
132722,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Yunusari,NGA036016,2,1514,2020-06-30T00:00:00,2020,6,32,Conflict,634,880,Not available,Not available,SA,Active
132680,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Donga,NGA035003,2,3853,2020-06-30T00:00:00,2020,6,32,Conflict,1665,2188,Not available,Not available,SA,Active
132501,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Dikwa,NGA008008,2,75603,2020-06-30T00:00:00,2020,6,32,Conflict,35607,39996,Not available,Not available,SA,Active
132468,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Damboa,NGA008007,2,101142,2020-06-30T00:00:00,2020,6,32,Conflict,45794,55348,Not available,Not available,SA,Active
132552,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ardo-Kola,NGA035001,2,1118,2020-06-30T00:00:00,2020,6,32,Natural disaster,475,643,Not available,Not available,SA,Active
132573,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ardo-Kola,NGA035001,2,4581,2020-06-30T00:00:00,2020,6,32,Conflict,2042,2539,Not available,Not available,SA,Active
131222,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ibi,NGA035006,2,2956,2020-06-30T00:00:00,2020,6,32,Conflict,1439,1517,Not available,Not available,SA,Active
131191,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Gassol,NGA035005,2,18110,2020-06-30T00:00:00,2020,6,32,Conflict,8697,9413,Not available,Not available,SA,Active
131131,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Gashaka,NGA035004,2,846,2020-06-30T00:00:00,2020,6,32,Conflict,400,446,Not available,Not available,SA,Active
131035,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Hawul,NGA008012,2,22949,2020-06-30T00:00:00,2020,6,32,Conflict,10810,12139,Not available,Not available,SA,Active
130993,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Gwoza,NGA008011,2,142954,2020-06-30T00:00:00,2020,6,32,Conflict,62568,80386,Not available,Not available,SA,Active
131094,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Jere,NGA008013,2,307150,2020-06-30T00:00:00,2020,6,32,Conflict,138682,168468,Not available,Not available,SA,Active
130901,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Alkaleri,NGA005001,2,484,2020-06-30T00:00:00,2020,6,32,Conflict,208,276,Not available,Not available,SA,Active
130940,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Gubio,NGA008009,2,5703,2020-06-30T00:00:00,2020,6,32,Conflict,2390,3313,Not available,Not available,SA,Active
130861,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Yola South,NGA002021,2,22932,2020-06-30T00:00:00,2020,6,32,Conflict,10811,12121,Not available,Not available,SA,Active
130816,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Yola North,NGA002020,2,12539,2020-06-30T00:00:00,2020,6,32,Conflict,5402,7137,Not available,Not available,SA,Active
129926,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Ngala,NGA008025,2,76094,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
123980,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Lamurde,NGA002009,2,5310,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
122242,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Shomgom,NGA016010,2,241,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
122067,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Shira,NGA005016,2,49,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
122029,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Akko,NGA016001,2,8016,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
120124,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mubi North,NGA002014,2,3611,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
120886,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Potiskum,NGA036014,2,4440,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
124965,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Gujba,NGA036007,2,37261,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
124125,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ganjuwa,NGA005008,2,184,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
124394,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mubi North,NGA002014,2,9073,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
124447,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Ganye,NGA002003,2,716,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
126374,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Misau,NGA005014,2,233,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
125598,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Kurmi,NGA035009,2,519,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
128028,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Shani,NGA008027,2,3313,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
127993,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Jama'are,NGA005011,2,290,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
128909,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Warji,NGA005019,2,214,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
118793,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Balanga,NGA016002,2,718,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
118745,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Tafawa-Balewa,NGA005017,2,3029,2020-06-30T00:00:00,2020,6,32,Conflict,,,Bauchi,NGA005,BA,Active
119140,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Tarmua,NGA036015,2,79,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
119240,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Yamaltu/Deba,NGA016011,2,3753,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
117991,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fune,NGA036005,2,4042,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
118514,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Hawul,NGA008012,2,489,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
115842,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Dass,NGA005006,2,58,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
116625,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kaga,NGA008014,2,20055,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
116634,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mayo-Belwa,NGA002012,2,668,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
116928,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Bama,NGA008003,2,79678,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
117370,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Nangere,NGA036012,2,646,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
117049,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Nguru,NGA036013,2,90,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
111506,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Nguru,NGA036013,2,7585,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
113062,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Potiskum,NGA036014,2,4658,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
114884,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Machina,NGA036011,2,548,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
114559,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Hong,NGA002007,2,1105,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
115247,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Sardauna,NGA035011,2,1987,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
115375,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Balanga,NGA016002,2,1086,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
114090,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Dass,NGA005006,2,621,2020-06-30T00:00:00,2020,6,32,Conflict,,,Nasarawa,NGA026,BA,Active
114038,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kwaya Kusar,NGA008018,2,3625,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
113864,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Song,NGA002018,2,1897,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
101540,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Yola North,NGA002020,2,6294,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
102567,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Bursari,NGA036002,2,3143,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
104935,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Shomgom,NGA016010,2,76,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
105645,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Mobbar,NGA008023,2,8828,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
104916,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Kirfi,NGA005013,2,224,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
108300,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Maiduguri,NGA008021,2,295972,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
107145,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Karim-Lamido,NGA035008,2,282,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
109701,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Yola South,NGA002021,2,17296,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
109862,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ussa,NGA035013,2,297,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
96755,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Jada,NGA002008,2,132,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
97908,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Gombe,NGA016006,2,2624,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
97457,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Bursari,NGA036002,2,2563,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
100415,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Shani,NGA008027,2,335,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
100805,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ningi,NGA005015,2,3136,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
92398,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Fune,NGA036005,2,195,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
93691,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Hawul,NGA008012,2,529,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
93952,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Gombe,NGA016006,2,5647,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
94870,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Nafada,NGA016009,2,213,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
95169,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Takum,NGA035012,2,718,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
94246,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Wukari,NGA035014,2,15014,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
95999,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Kala/Balge,NGA008015,2,38472,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
96173,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Shomgom,NGA016010,2,164,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
88513,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Alkaleri,NGA005001,2,91,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
88530,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Kirfi,NGA005013,2,409,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
88834,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kaltungo,NGA016007,2,1551,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
89992,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Yunusari,NGA036016,2,1023,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
91601,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Funakaye,NGA016005,2,4680,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
85480,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kaltungo,NGA016007,2,1273,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
79557,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Dass,NGA005006,2,530,2020-06-30T00:00:00,2020,6,32,Conflict,,,Plateau,NGA032,BA,Active
79842,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ardo-Kola,NGA035001,2,2778,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
78244,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Hong,NGA002007,2,2577,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
78176,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Bayo,NGA008004,2,949,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
78233,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Shani,NGA008027,2,35,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
78134,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Gassol,NGA035005,2,17933,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
78601,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Guyuk,NGA002006,2,5200,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
82393,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Giade,NGA005009,2,1119,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
80420,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Lau,NGA035010,2,1120,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
77793,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Girei,NGA002005,2,18032,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
78076,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Askira/Uba,NGA008002,2,10140,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
77177,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Gombi,NGA002004,2,2609,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
75400,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Warji,NGA005019,2,214,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
75620,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kwami,NGA016008,2,514,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
73849,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Machina,NGA036011,2,789,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
74290,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Karasuwa,NGA036010,2,1559,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
74215,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Gassol,NGA035005,2,585,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
72425,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Gombi,NGA002004,2,473,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
71107,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Nangere,NGA036012,2,652,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
71464,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Madagali,NGA002010,2,17267,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
71516,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bogoro,NGA005003,2,118,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
72143,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Yusufari,NGA036017,2,508,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
70254,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Bali,NGA035002,2,4765,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
70477,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Zing,NGA035016,2,515,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
68979,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Billiri,NGA016003,2,275,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
64163,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Jakusko,NGA036009,2,287,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
64873,Lake Chad Basin Crisis,Nigeria,NGA,Yobe,NGA036,Geidam,NGA036006,2,1587,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
67478,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Demsa,NGA002001,2,16014,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
68282,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Katagum,NGA005012,2,26,2020-06-30T00:00:00,2020,6,32,Conflict,,,Bauchi,NGA005,BA,Active
66995,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Dukku,NGA016004,2,1195,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
62439,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Kwami,NGA016008,2,213,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
62287,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Mubi South,NGA002015,2,171,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
62834,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Toro,NGA005018,2,10277,2020-06-30T00:00:00,2020,6,32,Conflict,,,Plateau,NGA032,BA,Active
62103,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Ganjuwa,NGA005008,2,60,2020-06-30T00:00:00,2020,6,32,Conflict,,,Taraba,NGA035,BA,Active
60990,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Bogoro,NGA005003,2,561,2020-06-30T00:00:00,2020,6,32,Conflict,,,Nasarawa,NGA026,BA,Active
60722,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Shira,NGA005016,2,23,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
59341,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Chibok,NGA008006,2,14152,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
59825,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Misau,NGA005014,2,1808,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
57676,Lake Chad Basin Crisis,Nigeria,NGA,Adamawa,NGA002,Shelleng,NGA002017,2,4854,2020-06-30T00:00:00,2020,6,32,Conflict,,,Adamawa,NGA002,BA,Active
57720,Lake Chad Basin Crisis,Nigeria,NGA,Gombe,NGA016,Dukku,NGA016004,2,680,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
57782,Lake Chad Basin Crisis,Nigeria,NGA,Bauchi,NGA005,Itas/Gadau,NGA005010,2,174,2020-06-30T00:00:00,2020,6,32,Conflict,,,Yobe,NGA036,BA,Active
57156,Lake Chad Basin Crisis,Nigeria,NGA,Taraba,NGA035,Ardo-Kola,NGA035001,2,3803,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
57442,Lake Chad Basin Crisis,Nigeria,NGA,Borno,NGA008,Gwoza,NGA008011,2,142954,2020-06-30T00:00:00,2020,6,32,Conflict,,,Borno,NGA008,BA,Active
